"Time","Gdn","Trial","Abs"
4.57845627784729,0.,1,0.20765
4.63845627784729,0.,1,0.21575000000000003
4.63845627784729,0.,1,0.20965
4.69845627784729,0.,1,0.22285000000000002
4.75845627784729,0.,1,0.21225000000000002
4.81845627784729,0.,1,0.22875
4.87845627784729,0.,1,0.21575000000000003
4.87845627784729,0.,1,0.23395000000000002
4.9384562778472905,0.,1,0.22305
4.99845627784729,0.,1,0.23445000000000002
5.058456277847291,0.,1,0.23055
5.118456277847289,0.,1,0.23795000000000002
5.118456277847289,0.,1,0.24935000000000002
5.17845627784729,0.,1,0.23725000000000002
5.238456277847289,0.,1,0.25375
5.29845627784729,0.,1,0.25445
5.3584562778472895,0.,1,0.25675
5.3584562778472895,0.,1,0.26535
5.41845627784729,0.,1,0.25515
5.47845627784729,0.,1,0.27344999999999997
5.53845627784729,0.,1,0.26115
5.59845627784729,0.,1,0.28195
5.65845627784729,0.,1,0.26794999999999997
5.65845627784729,0.,1,0.28735
5.71845627784729,0.,1,0.27804999999999996
5.77845627784729,0.,1,0.29205
5.83845627784729,0.,1,0.28755
5.83845627784729,0.,1,0.28775
5.89845627784729,0.,1,0.29555
5.95845627784729,0.,1,0.29105
6.0184562778472905,0.,1,0.30605
6.078456277847289,0.,1,0.29405
6.13845627784729,0.,1,0.31305
6.13845627784729,0.,1,0.30715
6.198456277847289,0.,1,0.30674999999999997
6.25845627784729,0.,1,0.31415
6.3184562778472895,0.,1,0.30355
6.37845627784729,0.,1,0.32284999999999997
6.37845627784729,0.,1,0.30745
6.43845627784729,0.,1,0.32365
6.49845627784729,0.,1,0.31534999999999996
6.55845627784729,0.,1,0.32234999999999997
6.61845627784729,0.,1,0.33515
6.67845627784729,0.,1,0.31795
6.67845627784729,0.,1,0.33915
6.73845627784729,0.,1,0.32505
6.79845627784729,0.,1,0.34195
6.85845627784729,0.,1,0.33165
6.85845627784729,0.,1,0.33525
6.91845627784729,0.,1,0.34254999999999997
